,Year-Month,Year,Month,District,Mandal,cummRainFall
4923,2013-06-01,2013,June,Hyderabad,Secunderabad,203.6
4924,2014-06-01,2014,June,Hyderabad,Secunderabad,71.3
4925,2015-06-01,2015,June,Hyderabad,Secunderabad,161.6
4926,2016-06-01,2016,June,Hyderabad,Secunderabad,140.0
4927,2004-06-01,2004,June,Hyderabad,Tirumalgiri,33.05
4928,2005-06-01,2005,June,Hyderabad,Tirumalgiri,88.9
4929,2006-06-01,2006,June,Hyderabad,Tirumalgiri,82.7
4930,2007-06-01,2007,June,Hyderabad,Tirumalgiri,111.1
4931,2008-06-01,2008,June,Hyderabad,Tirumalgiri,54.8
4932,2009-06-01,2009,June,Hyderabad,Tirumalgiri,69.0
4933,2010-06-01,2010,June,Hyderabad,Tirumalgiri,191.6
4934,2011-06-01,2011,June,Hyderabad,Tirumalgiri,54.0
4935,2012-06-01,2012,June,Hyderabad,Tirumalgiri,137.4
4936,2013-06-01,2013,June,Hyderabad,Tirumalgiri,135.2
4937,2014-06-01,2014,June,Hyderabad,Tirumalgiri,55.6
4938,2015-06-01,2015,June,Hyderabad,Tirumalgiri,148.0
4939,2016-06-01,2016,June,Hyderabad,Tirumalgiri,84.6
4940,2004-06-01,2004,June,Hyderabad,Maredpally,33.05
4941,2005-06-01,2005,June,Hyderabad,Maredpally,88.9
4942,2006-06-01,2006,June,Hyderabad,Maredpally,64.6
4943,2007-06-01,2007,June,Hyderabad,Maredpally,111.1
4944,2008-06-01,2008,June,Hyderabad,Maredpally,35.2
4945,2009-06-01,2009,June,Hyderabad,Maredpally,69.0
4946,2010-06-01,2010,June,Hyderabad,Maredpally,191.6
4947,2011-06-01,2011,June,Hyderabad,Maredpally,54.0
4948,2012-06-01,2012,June,Hyderabad,Maredpally,137.4
4949,2013-06-01,2013,June,Hyderabad,Maredpally,135.2
4950,2014-06-01,2014,June,Hyderabad,Maredpally,55.6
4951,2015-06-01,2015,June,Hyderabad,Maredpally,148.0
4952,2016-06-01,2016,June,Hyderabad,Maredpally,84.6
4953,2004-06-01,2004,June,Hyderabad,Musheerabad,33.05
4954,2005-06-01,2005,June,Hyderabad,Musheerabad,88.9
4955,2006-06-01,2006,June,Hyderabad,Musheerabad,64.6
4956,2007-06-01,2007,June,Hyderabad,Musheerabad,158.2
4957,2008-06-01,2008,June,Hyderabad,Musheerabad,79.6
4958,2009-06-01,2009,June,Hyderabad,Musheerabad,70.6
4959,2010-06-01,2010,June,Hyderabad,Musheerabad,138.6
4960,2011-06-01,2011,June,Hyderabad,Musheerabad,41.2
4961,2012-06-01,2012,June,Hyderabad,Musheerabad,135.2
4962,2013-06-01,2013,June,Hyderabad,Musheerabad,163.4
4963,2014-06-01,2014,June,Hyderabad,Musheerabad,75.2
4964,2015-06-01,2015,June,Hyderabad,Musheerabad,178.6
4965,2016-06-01,2016,June,Hyderabad,Musheerabad,158.4
4966,2004-06-01,2004,June,Hyderabad,Amberpet,33.05
4967,2005-06-01,2005,June,Hyderabad,Amberpet,88.9
4968,2006-06-01,2006,June,Hyderabad,Amberpet,82.8
4969,2007-06-01,2007,June,Hyderabad,Amberpet,158.2
4970,2008-06-01,2008,June,Hyderabad,Amberpet,64.6
4971,2009-06-01,2009,June,Hyderabad,Amberpet,69.2
4972,2010-06-01,2010,June,Hyderabad,Amberpet,93.1
4973,2011-06-01,2011,June,Hyderabad,Amberpet,33.05
4974,2012-06-01,2012,June,Hyderabad,Amberpet,144.6
4975,2013-06-01,2013,June,Hyderabad,Amberpet,80.1
4976,2014-06-01,2014,June,Hyderabad,Amberpet,61.0
4977,2015-06-01,2015,June,Hyderabad,Amberpet,204.6
4978,2016-06-01,2016,June,Hyderabad,Amberpet,126.2
4979,2004-06-01,2004,June,Hyderabad,Himayatnagar,33.05
4980,2005-06-01,2005,June,Hyderabad,Himayatnagar,88.9
4981,2006-06-01,2006,June,Hyderabad,Himayatnagar,82.7
4982,2007-06-01,2007,June,Hyderabad,Himayatnagar,158.2
4983,2008-06-01,2008,June,Hyderabad,Himayatnagar,64.7
4984,2009-06-01,2009,June,Hyderabad,Himayatnagar,59.4
4985,2010-06-01,2010,June,Hyderabad,Himayatnagar,162.6
4986,2011-06-01,2011,June,Hyderabad,Himayatnagar,33.05
4987,2012-06-01,2012,June,Hyderabad,Himayatnagar,146.4
4988,2013-06-01,2013,June,Hyderabad,Himayatnagar,87.4
4989,2014-06-01,2014,June,Hyderabad,Himayatnagar,65.2
4990,2015-06-01,2015,June,Hyderabad,Himayatnagar,159.2
4991,2016-06-01,2016,June,Hyderabad,Himayatnagar,102.2
4992,2004-06-01,2004,June,Hyderabad,Nampally,33.05
4993,2005-06-01,2005,June,Hyderabad,Nampally,88.9
4994,2006-06-01,2006,June,Hyderabad,Nampally,82.7
4995,2007-06-01,2007,June,Hyderabad,Nampally,225.6
4996,2008-06-01,2008,June,Hyderabad,Nampally,79.2
4997,2009-06-01,2009,June,Hyderabad,Nampally,70.1
4998,2010-06-01,2010,June,Hyderabad,Nampally,148.4
4999,2011-06-01,2011,June,Hyderabad,Nampally,33.05
5000,2012-06-01,2012,June,Hyderabad,Nampally,165.8
5001,2013-06-01,2013,June,Hyderabad,Nampally,160.8
5002,2014-06-01,2014,June,Hyderabad,Nampally,44.0
5003,2015-06-01,2015,June,Hyderabad,Nampally,100.7
5004,2016-06-01,2016,June,Hyderabad,Nampally,54.4
5005,2004-06-01,2004,June,Hyderabad,Khairatabad,33.05
5006,2005-06-01,2005,June,Hyderabad,Khairatabad,88.9
5007,2006-06-01,2006,June,Hyderabad,Khairatabad,82.8
5008,2007-06-01,2007,June,Hyderabad,Khairatabad,111.1
5009,2008-06-01,2008,June,Hyderabad,Khairatabad,87.9
5010,2009-06-01,2009,June,Hyderabad,Khairatabad,70.1
5011,2010-06-01,2010,June,Hyderabad,Khairatabad,148.4
5012,2011-06-01,2011,June,Hyderabad,Khairatabad,33.05
5013,2012-06-01,2012,June,Hyderabad,Khairatabad,165.8
5014,2013-06-01,2013,June,Hyderabad,Khairatabad,160.8
5015,2014-06-01,2014,June,Hyderabad,Khairatabad,44.0
5016,2015-06-01,2015,June,Hyderabad,Khairatabad,117.5
5017,2016-06-01,2016,June,Hyderabad,Khairatabad,136.4
5018,2004-06-01,2004,June,Hyderabad,Asifnagar,33.05
5019,2005-06-01,2005,June,Hyderabad,Asifnagar,88.9
5020,2006-06-01,2006,June,Hyderabad,Asifnagar,82.8
5021,2007-06-01,2007,June,Hyderabad,Asifnagar,225.6
5022,2008-06-01,2008,June,Hyderabad,Asifnagar,79.2
5023,2009-06-01,2009,June,Hyderabad,Asifnagar,70.1
5024,2010-06-01,2010,June,Hyderabad,Asifnagar,148.4
5025,2011-06-01,2011,June,Hyderabad,Asifnagar,33.05
5026,2012-06-01,2012,June,Hyderabad,Asifnagar,165.8
5027,2013-06-01,2013,June,Hyderabad,Asifnagar,160.8
5028,2014-06-01,2014,June,Hyderabad,Asifnagar,44.0
5029,2015-06-01,2015,June,Hyderabad,Asifnagar,117.5
5030,2016-06-01,2016,June,Hyderabad,Asifnagar,58.0
5031,2004-06-01,2004,June,Hyderabad,Golkonda,33.05
5032,2005-06-01,2005,June,Hyderabad,Golkonda,88.9
5033,2006-06-01,2006,June,Hyderabad,Golkonda,82.8
5034,2007-06-01,2007,June,Hyderabad,Golkonda,225.6
5035,2008-06-01,2008,June,Hyderabad,Golkonda,91.6
5036,2009-06-01,2009,June,Hyderabad,Golkonda,55.6
5037,2010-06-01,2010,June,Hyderabad,Golkonda,147.2
5038,2011-06-01,2011,June,Hyderabad,Golkonda,34.0
5039,2012-06-01,2012,June,Hyderabad,Golkonda,162.8
5040,2013-06-01,2013,June,Hyderabad,Golkonda,166.8
5041,2014-06-01,2014,June,Hyderabad,Golkonda,43.6
5042,2015-06-01,2015,June,Hyderabad,Golkonda,125.2
5043,2016-06-01,2016,June,Hyderabad,Golkonda,93.2
5044,2004-06-01,2004,June,Hyderabad,Bahadurpura,33.05
5045,2005-06-01,2005,June,Hyderabad,Bahadurpura,88.9
5046,2006-06-01,2006,June,Hyderabad,Bahadurpura,64.6
5047,2007-06-01,2007,June,Hyderabad,Bahadurpura,225.6
5048,2008-06-01,2008,June,Hyderabad,Bahadurpura,81.6
5049,2009-06-01,2009,June,Hyderabad,Bahadurpura,33.05
5050,2010-06-01,2010,June,Hyderabad,Bahadurpura,87.0
5051,2011-06-01,2011,June,Hyderabad,Bahadurpura,33.05
5052,2012-06-01,2012,June,Hyderabad,Bahadurpura,162.6
5053,2013-06-01,2013,June,Hyderabad,Bahadurpura,142.8
5054,2014-06-01,2014,June,Hyderabad,Bahadurpura,55.2
5055,2015-06-01,2015,June,Hyderabad,Bahadurpura,124.2
5056,2016-06-01,2016,June,Hyderabad,Bahadurpura,67.4
5057,2004-06-01,2004,June,Hyderabad,Bandlaguda,33.05
5058,2005-06-01,2005,June,Hyderabad,Bandlaguda,88.9
5059,2006-06-01,2006,June,Hyderabad,Bandlaguda,82.8
5060,2007-06-01,2007,June,Hyderabad,Bandlaguda,225.6
5061,2008-06-01,2008,June,Hyderabad,Bandlaguda,53.4
5062,2009-06-01,2009,June,Hyderabad,Bandlaguda,35.8
5063,2010-06-01,2010,June,Hyderabad,Bandlaguda,87.0
5064,2011-06-01,2011,June,Hyderabad,Bandlaguda,33.05
5065,2012-06-01,2012,June,Hyderabad,Bandlaguda,162.6
5066,2013-06-01,2013,June,Hyderabad,Bandlaguda,142.8
5067,2014-06-01,2014,June,Hyderabad,Bandlaguda,55.2
5068,2015-06-01,2015,June,Hyderabad,Bandlaguda,131.6
5069,2016-06-01,2016,June,Hyderabad,Bandlaguda,67.4
5070,2004-06-01,2004,June,Hyderabad,Charminar,33.05
5071,2005-06-01,2005,June,Hyderabad,Charminar,88.9
5072,2006-06-01,2006,June,Hyderabad,Charminar,82.8
5073,2007-06-01,2007,June,Hyderabad,Charminar,225.6
5074,2008-06-01,2008,June,Hyderabad,Charminar,81.6
5075,2009-06-01,2009,June,Hyderabad,Charminar,33.05
5076,2010-06-01,2010,June,Hyderabad,Charminar,87.0
5077,2011-06-01,2011,June,Hyderabad,Charminar,33.05
5078,2012-06-01,2012,June,Hyderabad,Charminar,162.6
5079,2013-06-01,2013,June,Hyderabad,Charminar,142.8
5080,2014-06-01,2014,June,Hyderabad,Charminar,55.2
5081,2015-06-01,2015,June,Hyderabad,Charminar,128.8
5082,2016-06-01,2016,June,Hyderabad,Charminar,98.2
5083,2004-06-01,2004,June,Hyderabad,Saidabad,33.05
5084,2005-06-01,2005,June,Hyderabad,Saidabad,88.9
5085,2006-06-01,2006,June,Hyderabad,Saidabad,82.7
5086,2007-06-01,2007,June,Hyderabad,Saidabad,158.2
5087,2008-06-01,2008,June,Hyderabad,Saidabad,64.6
5088,2009-06-01,2009,June,Hyderabad,Saidabad,69.2
5089,2010-06-01,2010,June,Hyderabad,Saidabad,93.1
5090,2011-06-01,2011,June,Hyderabad,Saidabad,33.05
5091,2012-06-01,2012,June,Hyderabad,Saidabad,144.6
5092,2013-06-01,2013,June,Hyderabad,Saidabad,80.1
5093,2014-06-01,2014,June,Hyderabad,Saidabad,61.0
5094,2015-06-01,2015,June,Hyderabad,Saidabad,204.6
5095,2016-06-01,2016,June,Hyderabad,Saidabad,98.8
5096,2004-06-01,2004,June,Rangareddy,Shankarpalle,44.8
5097,2005-06-01,2005,June,Rangareddy,Shankarpalle,93.8
5098,2006-06-01,2006,June,Rangareddy,Shankarpalle,108.2
5099,2007-06-01,2007,June,Rangareddy,Shankarpalle,216.4
5100,2008-06-01,2008,June,Rangareddy,Shankarpalle,89.7
5101,2009-06-01,2009,June,Rangareddy,Shankarpalle,92.0
5102,2010-06-01,2010,June,Rangareddy,Shankarpalle,128.0
5103,2011-06-01,2011,June,Rangareddy,Shankarpalle,33.05
5104,2012-06-01,2012,June,Rangareddy,Shankarpalle,196.0
5105,2013-06-01,2013,June,Rangareddy,Shankarpalle,88.0
5106,2014-06-01,2014,June,Rangareddy,Shankarpalle,65.2
5107,2015-06-01,2015,June,Rangareddy,Shankarpalle,123.6
5108,2016-06-01,2016,June,Rangareddy,Shankarpalle,100.2
5109,2004-06-01,2004,June,Rangareddy,Serilingampally,33.05
5110,2005-06-01,2005,June,Rangareddy,Serilingampally,114.2
5111,2006-06-01,2006,June,Rangareddy,Serilingampally,61.2
5112,2007-06-01,2007,June,Rangareddy,Serilingampally,158.4
5113,2008-06-01,2008,June,Rangareddy,Serilingampally,74.2
5114,2009-06-01,2009,June,Rangareddy,Serilingampally,49.8
5115,2010-06-01,2010,June,Rangareddy,Serilingampally,135.6
5116,2011-06-01,2011,June,Rangareddy,Serilingampally,33.05
5117,2012-06-01,2012,June,Rangareddy,Serilingampally,252.8
5118,2013-06-01,2013,June,Rangareddy,Serilingampally,51.8
5119,2014-06-01,2014,June,Rangareddy,Serilingampally,33.05
5120,2015-06-01,2015,June,Rangareddy,Serilingampally,82.6
5121,2016-06-01,2016,June,Rangareddy,Serilingampally,104.0
5122,2004-06-01,2004,June,Rangareddy,Gandipet,36.4
5123,2005-06-01,2005,June,Rangareddy,Gandipet,39.6
5124,2006-06-01,2006,June,Rangareddy,Gandipet,51.8
5125,2007-06-01,2007,June,Rangareddy,Gandipet,222.1
5126,2008-06-01,2008,June,Rangareddy,Gandipet,83.6
5127,2009-06-01,2009,June,Rangareddy,Gandipet,78.0
5128,2010-06-01,2010,June,Rangareddy,Gandipet,133.8
5129,2011-06-01,2011,June,Rangareddy,Gandipet,33.05
5130,2012-06-01,2012,June,Rangareddy,Gandipet,145.6
5131,2013-06-01,2013,June,Rangareddy,Gandipet,166.8
5132,2014-06-01,2014,June,Rangareddy,Gandipet,44.6
5133,2015-06-01,2015,June,Rangareddy,Gandipet,160.0
5134,2016-06-01,2016,June,Rangareddy,Gandipet,84.8
5135,2004-06-01,2004,June,Rangareddy,Rajendranagar,36.4
5136,2005-06-01,2005,June,Rangareddy,Rajendranagar,39.6
5137,2006-06-01,2006,June,Rangareddy,Rajendranagar,51.8
5138,2007-06-01,2007,June,Rangareddy,Rajendranagar,222.1
5139,2008-06-01,2008,June,Rangareddy,Rajendranagar,83.6
5140,2009-06-01,2009,June,Rangareddy,Rajendranagar,78.0
5141,2010-06-01,2010,June,Rangareddy,Rajendranagar,133.8
5142,2011-06-01,2011,June,Rangareddy,Rajendranagar,33.05
5143,2012-06-01,2012,June,Rangareddy,Rajendranagar,145.6
5144,2013-06-01,2013,June,Rangareddy,Rajendranagar,166.8
5145,2014-06-01,2014,June,Rangareddy,Rajendranagar,44.6
5146,2015-06-01,2015,June,Rangareddy,Rajendranagar,160.0
5147,2016-06-01,2016,June,Rangareddy,Rajendranagar,84.8
5148,2004-06-01,2004,June,Rangareddy,Balapur,54.0
5149,2005-06-01,2005,June,Rangareddy,Balapur,77.6
5150,2006-06-01,2006,June,Rangareddy,Balapur,64.2
5151,2007-06-01,2007,June,Rangareddy,Balapur,121.3
5152,2008-06-01,2008,June,Rangareddy,Balapur,64.2
5153,2009-06-01,2009,June,Rangareddy,Balapur,62.4
5154,2010-06-01,2010,June,Rangareddy,Balapur,162.6
5155,2011-06-01,2011,June,Rangareddy,Balapur,33.05
5156,2012-06-01,2012,June,Rangareddy,Balapur,120.8
5157,2013-06-01,2013,June,Rangareddy,Balapur,154.8
5158,2014-06-01,2014,June,Rangareddy,Balapur,80.8
5159,2015-06-01,2015,June,Rangareddy,Balapur,275.8
5160,2016-06-01,2016,June,Rangareddy,Balapur,85.6
5161,2004-06-01,2004,June,Rangareddy,Saroornagar,54.0
5162,2005-06-01,2005,June,Rangareddy,Saroornagar,77.6
5163,2006-06-01,2006,June,Rangareddy,Saroornagar,64.2
5164,2007-06-01,2007,June,Rangareddy,Saroornagar,121.3
5165,2008-06-01,2008,June,Rangareddy,Saroornagar,64.2
5166,2009-06-01,2009,June,Rangareddy,Saroornagar,62.4
5167,2010-06-01,2010,June,Rangareddy,Saroornagar,162.6
5168,2011-06-01,2011,June,Rangareddy,Saroornagar,33.05
5169,2012-06-01,2012,June,Rangareddy,Saroornagar,120.8
5170,2013-06-01,2013,June,Rangareddy,Saroornagar,154.8
5171,2014-06-01,2014,June,Rangareddy,Saroornagar,80.8
5172,2015-06-01,2015,June,Rangareddy,Saroornagar,275.8
5173,2016-06-01,2016,June,Rangareddy,Saroornagar,85.6
5174,2004-06-01,2004,June,Rangareddy,Hayathnagar,39.8
5175,2005-06-01,2005,June,Rangareddy,Hayathnagar,42.8
5176,2006-06-01,2006,June,Rangareddy,Hayathnagar,80.6
5177,2007-06-01,2007,June,Rangareddy,Hayathnagar,201.4
5178,2008-06-01,2008,June,Rangareddy,Hayathnagar,47.2
5179,2009-06-01,2009,June,Rangareddy,Hayathnagar,114.4
5180,2010-06-01,2010,June,Rangareddy,Hayathnagar,164.8
5181,2011-06-01,2011,June,Rangareddy,Hayathnagar,33.05
5182,2012-06-01,2012,June,Rangareddy,Hayathnagar,110.0
5183,2013-06-01,2013,June,Rangareddy,Hayathnagar,131.2
5184,2014-06-01,2014,June,Rangareddy,Hayathnagar,35.6
5185,2015-06-01,2015,June,Rangareddy,Hayathnagar,251.4
5186,2016-06-01,2016,June,Rangareddy,Hayathnagar,95.8
5187,2004-06-01,2004,June,Rangareddy,Abdullapurmet,39.8
5188,2005-06-01,2005,June,Rangareddy,Abdullapurmet,42.8
5189,2006-06-01,2006,June,Rangareddy,Abdullapurmet,80.6
5190,2007-06-01,2007,June,Rangareddy,Abdullapurmet,201.4
5191,2008-06-01,2008,June,Rangareddy,Abdullapurmet,47.2
5192,2009-06-01,2009,June,Rangareddy,Abdullapurmet,114.4
5193,2010-06-01,2010,June,Rangareddy,Abdullapurmet,164.8
5194,2011-06-01,2011,June,Rangareddy,Abdullapurmet,33.05
5195,2012-06-01,2012,June,Rangareddy,Abdullapurmet,110.0
5196,2013-06-01,2013,June,Rangareddy,Abdullapurmet,131.2
5197,2014-06-01,2014,June,Rangareddy,Abdullapurmet,35.6
5198,2015-06-01,2015,June,Rangareddy,Abdullapurmet,251.4
5199,2016-06-01,2016,June,Rangareddy,Abdullapurmet,95.8
5200,2004-06-01,2004,June,Rangareddy,Ibrahimpatnam,33.05
5201,2005-06-01,2005,June,Rangareddy,Ibrahimpatnam,46.1
5202,2006-06-01,2006,June,Rangareddy,Ibrahimpatnam,105.6
5203,2007-06-01,2007,June,Rangareddy,Ibrahimpatnam,108.0
5204,2008-06-01,2008,June,Rangareddy,Ibrahimpatnam,45.1
5205,2009-06-01,2009,June,Rangareddy,Ibrahimpatnam,34.6
5206,2010-06-01,2010,June,Rangareddy,Ibrahimpatnam,128.2
5207,2011-06-01,2011,June,Rangareddy,Ibrahimpatnam,104.2
5208,2012-06-01,2012,June,Rangareddy,Ibrahimpatnam,74.2
5209,2013-06-01,2013,June,Rangareddy,Ibrahimpatnam,86.6
5210,2014-06-01,2014,June,Rangareddy,Ibrahimpatnam,44.0
5211,2015-06-01,2015,June,Rangareddy,Ibrahimpatnam,145.4
5212,2016-06-01,2016,June,Rangareddy,Ibrahimpatnam,79.2
5213,2004-06-01,2004,June,Rangareddy,Manchal,33.05
5214,2005-06-01,2005,June,Rangareddy,Manchal,36.0
5215,2006-06-01,2006,June,Rangareddy,Manchal,33.05
5216,2007-06-01,2007,June,Rangareddy,Manchal,207.8
5217,2008-06-01,2008,June,Rangareddy,Manchal,33.05
5218,2009-06-01,2009,June,Rangareddy,Manchal,113.2
5219,2010-06-01,2010,June,Rangareddy,Manchal,100.0
5220,2011-06-01,2011,June,Rangareddy,Manchal,38.8
5221,2012-06-01,2012,June,Rangareddy,Manchal,70.0
5222,2013-06-01,2013,June,Rangareddy,Manchal,35.0
5223,2014-06-01,2014,June,Rangareddy,Manchal,37.0
5224,2015-06-01,2015,June,Rangareddy,Manchal,84.8
5225,2016-06-01,2016,June,Rangareddy,Manchal,95.0
5226,2004-06-01,2004,June,Rangareddy,Yacharam,33.05
5227,2005-06-01,2005,June,Rangareddy,Yacharam,34.2
5228,2006-06-01,2006,June,Rangareddy,Yacharam,129.7
5229,2007-06-01,2007,June,Rangareddy,Yacharam,228.8
5230,2008-06-01,2008,June,Rangareddy,Yacharam,45.6
5231,2009-06-01,2009,June,Rangareddy,Yacharam,70.2
5232,2010-06-01,2010,June,Rangareddy,Yacharam,147.5
5233,2011-06-01,2011,June,Rangareddy,Yacharam,33.05
5234,2012-06-01,2012,June,Rangareddy,Yacharam,66.8
5235,2013-06-01,2013,June,Rangareddy,Yacharam,72.6
5236,2014-06-01,2014,June,Rangareddy,Yacharam,40.0
5237,2015-06-01,2015,June,Rangareddy,Yacharam,120.0
5238,2016-06-01,2016,June,Rangareddy,Yacharam,67.6
5239,2004-06-01,2004,June,Rangareddy,Madgul,33.05
5240,2005-06-01,2005,June,Rangareddy,Madgul,33.05
5241,2006-06-01,2006,June,Rangareddy,Madgul,63.2
5242,2007-06-01,2007,June,Rangareddy,Madgul,307.4
5243,2008-06-01,2008,June,Rangareddy,Madgul,33.05
5244,2009-06-01,2009,June,Rangareddy,Madgul,50.2
5245,2010-06-01,2010,June,Rangareddy,Madgul,56.6
5246,2011-06-01,2011,June,Rangareddy,Madgul,33.05
5247,2012-06-01,2012,June,Rangareddy,Madgul,51.4
5248,2013-06-01,2013,June,Rangareddy,Madgul,183.8
5249,2014-06-01,2014,June,Rangareddy,Madgul,33.05
5250,2015-06-01,2015,June,Rangareddy,Madgul,69.0
5251,2016-06-01,2016,June,Rangareddy,Madgul,54.8
5252,2004-06-01,2004,June,Rangareddy,Amangal,60.0
5253,2005-06-01,2005,June,Rangareddy,Amangal,52.3
5254,2006-06-01,2006,June,Rangareddy,Amangal,45.0
5255,2007-06-01,2007,June,Rangareddy,Amangal,291.0
5256,2008-06-01,2008,June,Rangareddy,Amangal,33.05
5257,2009-06-01,2009,June,Rangareddy,Amangal,49.4
5258,2010-06-01,2010,June,Rangareddy,Amangal,90.4
5259,2011-06-01,2011,June,Rangareddy,Amangal,33.05
5260,2012-06-01,2012,June,Rangareddy,Amangal,53.8
5261,2013-06-01,2013,June,Rangareddy,Amangal,56.4
5262,2014-06-01,2014,June,Rangareddy,Amangal,51.4
5263,2015-06-01,2015,June,Rangareddy,Amangal,77.8
5264,2016-06-01,2016,June,Rangareddy,Amangal,106.8
5265,2004-06-01,2004,June,Rangareddy,Talakondapalle,33.05
5266,2005-06-01,2005,June,Rangareddy,Talakondapalle,33.05
5267,2006-06-01,2006,June,Rangareddy,Talakondapalle,33.05
5268,2007-06-01,2007,June,Rangareddy,Talakondapalle,183.4
5269,2008-06-01,2008,June,Rangareddy,Talakondapalle,33.05
5270,2009-06-01,2009,June,Rangareddy,Talakondapalle,33.05
5271,2010-06-01,2010,June,Rangareddy,Talakondapalle,87.0
5272,2011-06-01,2011,June,Rangareddy,Talakondapalle,33.05
5273,2012-06-01,2012,June,Rangareddy,Talakondapalle,38.2
5274,2013-06-01,2013,June,Rangareddy,Talakondapalle,64.2
5275,2014-06-01,2014,June,Rangareddy,Talakondapalle,42.0
5276,2015-06-01,2015,June,Rangareddy,Talakondapalle,37.0
5277,2016-06-01,2016,June,Rangareddy,Talakondapalle,55.8
5278,2004-06-01,2004,June,Rangareddy,Keshampeta,33.05
5279,2005-06-01,2005,June,Rangareddy,Keshampeta,33.05
5280,2006-06-01,2006,June,Rangareddy,Keshampeta,82.4
5281,2007-06-01,2007,June,Rangareddy,Keshampeta,106.8
5282,2008-06-01,2008,June,Rangareddy,Keshampeta,64.4
5283,2009-06-01,2009,June,Rangareddy,Keshampeta,91.0
5284,2010-06-01,2010,June,Rangareddy,Keshampeta,95.0
5285,2011-06-01,2011,June,Rangareddy,Keshampeta,43.0
5286,2012-06-01,2012,June,Rangareddy,Keshampeta,49.8
5287,2013-06-01,2013,June,Rangareddy,Keshampeta,39.8
5288,2014-06-01,2014,June,Rangareddy,Keshampeta,33.05
5289,2015-06-01,2015,June,Rangareddy,Keshampeta,124.8
5290,2016-06-01,2016,June,Rangareddy,Keshampeta,63.2
5291,2004-06-01,2004,June,Rangareddy,Kadthal,33.05
5292,2005-06-01,2005,June,Rangareddy,Kadthal,33.05
5293,2006-06-01,2006,June,Rangareddy,Kadthal,33.05
5294,2007-06-01,2007,June,Rangareddy,Kadthal,183.4
5295,2008-06-01,2008,June,Rangareddy,Kadthal,33.05
5296,2009-06-01,2009,June,Rangareddy,Kadthal,33.05
5297,2010-06-01,2010,June,Rangareddy,Kadthal,87.0
5298,2011-06-01,2011,June,Rangareddy,Kadthal,33.05
5299,2012-06-01,2012,June,Rangareddy,Kadthal,38.2
5300,2013-06-01,2013,June,Rangareddy,Kadthal,64.2
5301,2014-06-01,2014,June,Rangareddy,Kadthal,42.0
5302,2015-06-01,2015,June,Rangareddy,Kadthal,37.0
5303,2016-06-01,2016,June,Rangareddy,Kadthal,55.8
5304,2004-06-01,2004,June,Rangareddy,Kandukur,33.05
5305,2005-06-01,2005,June,Rangareddy,Kandukur,65.6
5306,2006-06-01,2006,June,Rangareddy,Kandukur,138.2
5307,2007-06-01,2007,June,Rangareddy,Kandukur,207.6
5308,2008-06-01,2008,June,Rangareddy,Kandukur,71.4
5309,2009-06-01,2009,June,Rangareddy,Kandukur,63.8
5310,2010-06-01,2010,June,Rangareddy,Kandukur,95.4
5311,2011-06-01,2011,June,Rangareddy,Kandukur,33.05
5312,2012-06-01,2012,June,Rangareddy,Kandukur,119.8
5313,2013-06-01,2013,June,Rangareddy,Kandukur,95.4
5314,2014-06-01,2014,June,Rangareddy,Kandukur,55.0
5315,2015-06-01,2015,June,Rangareddy,Kandukur,85.6
5316,2016-06-01,2016,June,Rangareddy,Kandukur,49.6
5317,2004-06-01,2004,June,Rangareddy,Maheshwaram,33.05
5318,2005-06-01,2005,June,Rangareddy,Maheshwaram,47.0
5319,2006-06-01,2006,June,Rangareddy,Maheshwaram,65.0
5320,2007-06-01,2007,June,Rangareddy,Maheshwaram,166.6
5321,2008-06-01,2008,June,Rangareddy,Maheshwaram,59.0
5322,2009-06-01,2009,June,Rangareddy,Maheshwaram,72.6
5323,2010-06-01,2010,June,Rangareddy,Maheshwaram,154.2
5324,2011-06-01,2011,June,Rangareddy,Maheshwaram,33.05
5325,2012-06-01,2012,June,Rangareddy,Maheshwaram,149.4
5326,2013-06-01,2013,June,Rangareddy,Maheshwaram,112.0
5327,2014-06-01,2014,June,Rangareddy,Maheshwaram,52.0
5328,2015-06-01,2015,June,Rangareddy,Maheshwaram,162.2
5329,2016-06-01,2016,June,Rangareddy,Maheshwaram,92.0
5330,2004-06-01,2004,June,Rangareddy,Shamshabad,33.05
5331,2005-06-01,2005,June,Rangareddy,Shamshabad,92.3
5332,2006-06-01,2006,June,Rangareddy,Shamshabad,68.8
5333,2007-06-01,2007,June,Rangareddy,Shamshabad,135.2
5334,2008-06-01,2008,June,Rangareddy,Shamshabad,82.6
5335,2009-06-01,2009,June,Rangareddy,Shamshabad,70.8
5336,2010-06-01,2010,June,Rangareddy,Shamshabad,164.0
5337,2011-06-01,2011,June,Rangareddy,Shamshabad,33.05
5338,2012-06-01,2012,June,Rangareddy,Shamshabad,128.2
5339,2013-06-01,2013,June,Rangareddy,Shamshabad,211.8
5340,2014-06-01,2014,June,Rangareddy,Shamshabad,37.4
5341,2015-06-01,2015,June,Rangareddy,Shamshabad,175.8
5342,2016-06-01,2016,June,Rangareddy,Shamshabad,132.2
5343,2004-06-01,2004,June,Rangareddy,Moinabad,33.05
5344,2005-06-01,2005,June,Rangareddy,Moinabad,59.0
5345,2006-06-01,2006,June,Rangareddy,Moinabad,53.0
5346,2007-06-01,2007,June,Rangareddy,Moinabad,195.0
5347,2008-06-01,2008,June,Rangareddy,Moinabad,46.0
