,Year-Month,Year,Month,District,Mandal,cummRainFall
5348,2009-06-01,2009,June,Rangareddy,Moinabad,101.8
5349,2010-06-01,2010,June,Rangareddy,Moinabad,142.2
5350,2011-06-01,2011,June,Rangareddy,Moinabad,33.05
5351,2012-06-01,2012,June,Rangareddy,Moinabad,116.8
5352,2013-06-01,2013,June,Rangareddy,Moinabad,73.6
5353,2014-06-01,2014,June,Rangareddy,Moinabad,33.05
5354,2015-06-01,2015,June,Rangareddy,Moinabad,119.0
5355,2016-06-01,2016,June,Rangareddy,Moinabad,75.8
5356,2004-06-01,2004,June,Rangareddy,Chevella,36.2
5357,2005-06-01,2005,June,Rangareddy,Chevella,91.2
5358,2006-06-01,2006,June,Rangareddy,Chevella,100.0
5359,2007-06-01,2007,June,Rangareddy,Chevella,225.2
5360,2008-06-01,2008,June,Rangareddy,Chevella,63.2
5361,2009-06-01,2009,June,Rangareddy,Chevella,57.4
5362,2010-06-01,2010,June,Rangareddy,Chevella,181.1
5363,2011-06-01,2011,June,Rangareddy,Chevella,111.6
5364,2012-06-01,2012,June,Rangareddy,Chevella,162.6
5365,2013-06-01,2013,June,Rangareddy,Chevella,162.8
5366,2014-06-01,2014,June,Rangareddy,Chevella,33.05
5367,2015-06-01,2015,June,Rangareddy,Chevella,156.6
5368,2016-06-01,2016,June,Rangareddy,Chevella,118.6
5369,2004-06-01,2004,June,Rangareddy,Shabad,40.3
5370,2005-06-01,2005,June,Rangareddy,Shabad,33.05
5371,2006-06-01,2006,June,Rangareddy,Shabad,80.7
5372,2007-06-01,2007,June,Rangareddy,Shabad,152.2
5373,2008-06-01,2008,June,Rangareddy,Shabad,63.6
5374,2009-06-01,2009,June,Rangareddy,Shabad,190.0
5375,2010-06-01,2010,June,Rangareddy,Shabad,114.2
5376,2011-06-01,2011,June,Rangareddy,Shabad,33.05
5377,2012-06-01,2012,June,Rangareddy,Shabad,127.2
5378,2013-06-01,2013,June,Rangareddy,Shabad,162.8
5379,2014-06-01,2014,June,Rangareddy,Shabad,33.05
5380,2015-06-01,2015,June,Rangareddy,Shabad,53.8
5381,2016-06-01,2016,June,Rangareddy,Shabad,107.0
5382,2004-06-01,2004,June,Rangareddy,Kothur,33.05
5383,2005-06-01,2005,June,Rangareddy,Kothur,33.05
5384,2006-06-01,2006,June,Rangareddy,Kothur,70.0
5385,2007-06-01,2007,June,Rangareddy,Kothur,166.2
5386,2008-06-01,2008,June,Rangareddy,Kothur,57.2
5387,2009-06-01,2009,June,Rangareddy,Kothur,126.2
5388,2010-06-01,2010,June,Rangareddy,Kothur,73.6
5389,2011-06-01,2011,June,Rangareddy,Kothur,33.05
5390,2012-06-01,2012,June,Rangareddy,Kothur,176.8
5391,2013-06-01,2013,June,Rangareddy,Kothur,95.4
5392,2014-06-01,2014,June,Rangareddy,Kothur,33.05
5393,2015-06-01,2015,June,Rangareddy,Kothur,80.4
5394,2016-06-01,2016,June,Rangareddy,Kothur,99.2
5395,2004-06-01,2004,June,Rangareddy,Nandigam,33.05
5396,2005-06-01,2005,June,Rangareddy,Nandigam,33.05
5397,2006-06-01,2006,June,Rangareddy,Nandigam,70.0
5398,2007-06-01,2007,June,Rangareddy,Nandigam,166.2
5399,2008-06-01,2008,June,Rangareddy,Nandigam,57.2
5400,2009-06-01,2009,June,Rangareddy,Nandigam,126.2
5401,2010-06-01,2010,June,Rangareddy,Nandigam,73.6
5402,2011-06-01,2011,June,Rangareddy,Nandigam,33.05
5403,2012-06-01,2012,June,Rangareddy,Nandigam,176.8
5404,2013-06-01,2013,June,Rangareddy,Nandigam,95.4
5405,2014-06-01,2014,June,Rangareddy,Nandigam,33.05
5406,2015-06-01,2015,June,Rangareddy,Nandigam,80.4
5407,2016-06-01,2016,June,Rangareddy,Nandigam,99.2
5408,2004-06-01,2004,June,Rangareddy,Farooqnagar,33.05
5409,2005-06-01,2005,June,Rangareddy,Farooqnagar,55.0
5410,2006-06-01,2006,June,Rangareddy,Farooqnagar,81.8
5411,2007-06-01,2007,June,Rangareddy,Farooqnagar,173.0
5412,2008-06-01,2008,June,Rangareddy,Farooqnagar,53.6
5413,2009-06-01,2009,June,Rangareddy,Farooqnagar,198.4
5414,2010-06-01,2010,June,Rangareddy,Farooqnagar,33.05
5415,2011-06-01,2011,June,Rangareddy,Farooqnagar,33.05
5416,2012-06-01,2012,June,Rangareddy,Farooqnagar,203.2
5417,2013-06-01,2013,June,Rangareddy,Farooqnagar,78.6
5418,2014-06-01,2014,June,Rangareddy,Farooqnagar,33.05
5419,2015-06-01,2015,June,Rangareddy,Farooqnagar,95.0
5420,2016-06-01,2016,June,Rangareddy,Farooqnagar,133.9
5421,2004-06-01,2004,June,Rangareddy,Kondurg,33.05
5422,2005-06-01,2005,June,Rangareddy,Kondurg,33.05
5423,2006-06-01,2006,June,Rangareddy,Kondurg,128.8
5424,2007-06-01,2007,June,Rangareddy,Kondurg,138.6
5425,2008-06-01,2008,June,Rangareddy,Kondurg,87.8
5426,2009-06-01,2009,June,Rangareddy,Kondurg,131.8
5427,2010-06-01,2010,June,Rangareddy,Kondurg,72.4
5428,2011-06-01,2011,June,Rangareddy,Kondurg,33.05
5429,2012-06-01,2012,June,Rangareddy,Kondurg,150.6
5430,2013-06-01,2013,June,Rangareddy,Kondurg,106.6
5431,2014-06-01,2014,June,Rangareddy,Kondurg,33.05
5432,2015-06-01,2015,June,Rangareddy,Kondurg,79.4
5433,2016-06-01,2016,June,Rangareddy,Kondurg,124.6
5434,2004-06-01,2004,June,Rangareddy,Chowdergudem,33.05
5435,2005-06-01,2005,June,Rangareddy,Chowdergudem,33.05
5436,2006-06-01,2006,June,Rangareddy,Chowdergudem,128.8
5437,2007-06-01,2007,June,Rangareddy,Chowdergudem,138.6
5438,2008-06-01,2008,June,Rangareddy,Chowdergudem,87.8
5439,2009-06-01,2009,June,Rangareddy,Chowdergudem,131.8
5440,2010-06-01,2010,June,Rangareddy,Chowdergudem,72.4
5441,2011-06-01,2011,June,Rangareddy,Chowdergudem,33.05
5442,2012-06-01,2012,June,Rangareddy,Chowdergudem,150.6
5443,2013-06-01,2013,June,Rangareddy,Chowdergudem,106.6
5444,2014-06-01,2014,June,Rangareddy,Chowdergudem,33.05
5445,2015-06-01,2015,June,Rangareddy,Chowdergudem,79.4
5446,2016-06-01,2016,June,Rangareddy,Chowdergudem,124.6
5447,2004-06-01,2004,June,Vikarabad,Marpalle,99.2
5448,2005-06-01,2005,June,Vikarabad,Marpalle,95.2
5449,2006-06-01,2006,June,Vikarabad,Marpalle,101.0
5450,2007-06-01,2007,June,Vikarabad,Marpalle,304.5
5451,2008-06-01,2008,June,Vikarabad,Marpalle,102.3
5452,2009-06-01,2009,June,Vikarabad,Marpalle,146.0
5453,2010-06-01,2010,June,Vikarabad,Marpalle,85.2
5454,2011-06-01,2011,June,Vikarabad,Marpalle,43.4
5455,2012-06-01,2012,June,Vikarabad,Marpalle,188.2
5456,2013-06-01,2013,June,Vikarabad,Marpalle,78.6
5457,2014-06-01,2014,June,Vikarabad,Marpalle,52.6
5458,2015-06-01,2015,June,Vikarabad,Marpalle,57.0
5459,2016-06-01,2016,June,Vikarabad,Marpalle,176.6
5460,2004-06-01,2004,June,Vikarabad,Mominpet,38.0
5461,2005-06-01,2005,June,Vikarabad,Mominpet,52.2
5462,2006-06-01,2006,June,Vikarabad,Mominpet,200.4
5463,2007-06-01,2007,June,Vikarabad,Mominpet,395.4
5464,2008-06-01,2008,June,Vikarabad,Mominpet,90.0
5465,2009-06-01,2009,June,Vikarabad,Mominpet,123.0
5466,2010-06-01,2010,June,Vikarabad,Mominpet,125.0
5467,2011-06-01,2011,June,Vikarabad,Mominpet,62.2
5468,2012-06-01,2012,June,Vikarabad,Mominpet,247.0
5469,2013-06-01,2013,June,Vikarabad,Mominpet,82.0
5470,2014-06-01,2014,June,Vikarabad,Mominpet,53.2
5471,2015-06-01,2015,June,Vikarabad,Mominpet,129.2
5472,2016-06-01,2016,June,Vikarabad,Mominpet,181.2
5473,2004-06-01,2004,June,Vikarabad,Nawabpet,44.2
5474,2005-06-01,2005,June,Vikarabad,Nawabpet,70.0
5475,2006-06-01,2006,June,Vikarabad,Nawabpet,73.4
5476,2007-06-01,2007,June,Vikarabad,Nawabpet,252.6
5477,2008-06-01,2008,June,Vikarabad,Nawabpet,57.4
5478,2009-06-01,2009,June,Vikarabad,Nawabpet,200.4
5479,2010-06-01,2010,June,Vikarabad,Nawabpet,291.4
5480,2011-06-01,2011,June,Vikarabad,Nawabpet,55.0
5481,2012-06-01,2012,June,Vikarabad,Nawabpet,161.6
5482,2013-06-01,2013,June,Vikarabad,Nawabpet,82.6
5483,2014-06-01,2014,June,Vikarabad,Nawabpet,45.4
5484,2015-06-01,2015,June,Vikarabad,Nawabpet,95.6
5485,2016-06-01,2016,June,Vikarabad,Nawabpet,171.4
5486,2004-06-01,2004,June,Vikarabad,Vikarabad,33.05
5487,2005-06-01,2005,June,Vikarabad,Vikarabad,120.7
5488,2006-06-01,2006,June,Vikarabad,Vikarabad,79.4
5489,2007-06-01,2007,June,Vikarabad,Vikarabad,234.5
5490,2008-06-01,2008,June,Vikarabad,Vikarabad,159.1
5491,2009-06-01,2009,June,Vikarabad,Vikarabad,230.4
5492,2010-06-01,2010,June,Vikarabad,Vikarabad,224.2
5493,2011-06-01,2011,June,Vikarabad,Vikarabad,85.0
5494,2012-06-01,2012,June,Vikarabad,Vikarabad,253.0
5495,2013-06-01,2013,June,Vikarabad,Vikarabad,154.4
5496,2014-06-01,2014,June,Vikarabad,Vikarabad,133.8
5497,2015-06-01,2015,June,Vikarabad,Vikarabad,132.2
5498,2016-06-01,2016,June,Vikarabad,Vikarabad,202.4
5499,2004-06-01,2004,June,Vikarabad,Pudur,33.05
5500,2005-06-01,2005,June,Vikarabad,Pudur,42.0
5501,2006-06-01,2006,June,Vikarabad,Pudur,77.4
5502,2007-06-01,2007,June,Vikarabad,Pudur,203.0
5503,2008-06-01,2008,June,Vikarabad,Pudur,156.6
5504,2009-06-01,2009,June,Vikarabad,Pudur,136.2
5505,2010-06-01,2010,June,Vikarabad,Pudur,150.4
5506,2011-06-01,2011,June,Vikarabad,Pudur,57.6
5507,2012-06-01,2012,June,Vikarabad,Pudur,201.8
5508,2013-06-01,2013,June,Vikarabad,Pudur,111.0
5509,2014-06-01,2014,June,Vikarabad,Pudur,46.4
5510,2015-06-01,2015,June,Vikarabad,Pudur,109.4
5511,2016-06-01,2016,June,Vikarabad,Pudur,147.2
5512,2004-06-01,2004,June,Vikarabad,Pargi,33.05
5513,2005-06-01,2005,June,Vikarabad,Pargi,55.2
5514,2006-06-01,2006,June,Vikarabad,Pargi,125.0
5515,2007-06-01,2007,June,Vikarabad,Pargi,181.2
5516,2008-06-01,2008,June,Vikarabad,Pargi,116.2
5517,2009-06-01,2009,June,Vikarabad,Pargi,115.6
5518,2010-06-01,2010,June,Vikarabad,Pargi,114.8
5519,2011-06-01,2011,June,Vikarabad,Pargi,33.05
5520,2012-06-01,2012,June,Vikarabad,Pargi,174.4
5521,2013-06-01,2013,June,Vikarabad,Pargi,81.0
5522,2014-06-01,2014,June,Vikarabad,Pargi,33.05
5523,2015-06-01,2015,June,Vikarabad,Pargi,119.6
5524,2016-06-01,2016,June,Vikarabad,Pargi,180.6
5525,2004-06-01,2004,June,Vikarabad,Kulkacharla,33.05
5526,2005-06-01,2005,June,Vikarabad,Kulkacharla,71.0
5527,2006-06-01,2006,June,Vikarabad,Kulkacharla,99.0
5528,2007-06-01,2007,June,Vikarabad,Kulkacharla,208.4
5529,2008-06-01,2008,June,Vikarabad,Kulkacharla,78.6
5530,2009-06-01,2009,June,Vikarabad,Kulkacharla,72.4
5531,2010-06-01,2010,June,Vikarabad,Kulkacharla,72.0
5532,2011-06-01,2011,June,Vikarabad,Kulkacharla,36.2
5533,2012-06-01,2012,June,Vikarabad,Kulkacharla,137.4
5534,2013-06-01,2013,June,Vikarabad,Kulkacharla,92.8
5535,2014-06-01,2014,June,Vikarabad,Kulkacharla,33.05
5536,2015-06-01,2015,June,Vikarabad,Kulkacharla,94.2
5537,2016-06-01,2016,June,Vikarabad,Kulkacharla,89.0
5538,2004-06-01,2004,June,Vikarabad,Doma,33.05
5539,2005-06-01,2005,June,Vikarabad,Doma,33.05
5540,2006-06-01,2006,June,Vikarabad,Doma,98.2
5541,2007-06-01,2007,June,Vikarabad,Doma,208.6
5542,2008-06-01,2008,June,Vikarabad,Doma,106.2
5543,2009-06-01,2009,June,Vikarabad,Doma,57.4
5544,2010-06-01,2010,June,Vikarabad,Doma,102.0
5545,2011-06-01,2011,June,Vikarabad,Doma,34.9
5546,2012-06-01,2012,June,Vikarabad,Doma,109.0
5547,2013-06-01,2013,June,Vikarabad,Doma,58.8
5548,2014-06-01,2014,June,Vikarabad,Doma,33.05
5549,2015-06-01,2015,June,Vikarabad,Doma,101.8
5550,2016-06-01,2016,June,Vikarabad,Doma,99.2
5551,2004-06-01,2004,June,Vikarabad,Bomraspeta,53.0
5552,2005-06-01,2005,June,Vikarabad,Bomraspeta,35.0
5553,2006-06-01,2006,June,Vikarabad,Bomraspeta,72.0
5554,2007-06-01,2007,June,Vikarabad,Bomraspeta,116.0
5555,2008-06-01,2008,June,Vikarabad,Bomraspeta,136.0
5556,2009-06-01,2009,June,Vikarabad,Bomraspeta,49.0
5557,2010-06-01,2010,June,Vikarabad,Bomraspeta,91.0
5558,2011-06-01,2011,June,Vikarabad,Bomraspeta,33.05
5559,2012-06-01,2012,June,Vikarabad,Bomraspeta,78.0
5560,2013-06-01,2013,June,Vikarabad,Bomraspeta,55.0
5561,2014-06-01,2014,June,Vikarabad,Bomraspeta,52.0
5562,2015-06-01,2015,June,Vikarabad,Bomraspeta,71.0
5563,2016-06-01,2016,June,Vikarabad,Bomraspeta,115.8
5564,2004-06-01,2004,June,Vikarabad,Dharur,33.05
5565,2005-06-01,2005,June,Vikarabad,Dharur,82.4
5566,2006-06-01,2006,June,Vikarabad,Dharur,124.0
5567,2007-06-01,2007,June,Vikarabad,Dharur,173.5
5568,2008-06-01,2008,June,Vikarabad,Dharur,142.0
5569,2009-06-01,2009,June,Vikarabad,Dharur,147.0
5570,2010-06-01,2010,June,Vikarabad,Dharur,135.4
5571,2011-06-01,2011,June,Vikarabad,Dharur,81.2
5572,2012-06-01,2012,June,Vikarabad,Dharur,191.0
5573,2013-06-01,2013,June,Vikarabad,Dharur,83.8
5574,2014-06-01,2014,June,Vikarabad,Dharur,113.8
5575,2015-06-01,2015,June,Vikarabad,Dharur,71.0
5576,2016-06-01,2016,June,Vikarabad,Dharur,231.4
5577,2004-06-01,2004,June,Vikarabad,Kotepally,139.7
5578,2005-06-01,2005,June,Vikarabad,Kotepally,47.0
5579,2006-06-01,2006,June,Vikarabad,Kotepally,142.5
5580,2007-06-01,2007,June,Vikarabad,Kotepally,209.2
5581,2008-06-01,2008,June,Vikarabad,Kotepally,57.0
5582,2009-06-01,2009,June,Vikarabad,Kotepally,156.8
5583,2010-06-01,2010,June,Vikarabad,Kotepally,146.8
5584,2011-06-01,2011,June,Vikarabad,Kotepally,74.8
5585,2012-06-01,2012,June,Vikarabad,Kotepally,209.0
5586,2013-06-01,2013,June,Vikarabad,Kotepally,192.2
5587,2014-06-01,2014,June,Vikarabad,Kotepally,36.8
5588,2015-06-01,2015,June,Vikarabad,Kotepally,84.6
5589,2016-06-01,2016,June,Vikarabad,Kotepally,360.2
5590,2004-06-01,2004,June,Vikarabad,Bantwaram,139.7
5591,2005-06-01,2005,June,Vikarabad,Bantwaram,47.0
5592,2006-06-01,2006,June,Vikarabad,Bantwaram,142.5
5593,2007-06-01,2007,June,Vikarabad,Bantwaram,209.2
5594,2008-06-01,2008,June,Vikarabad,Bantwaram,57.0
5595,2009-06-01,2009,June,Vikarabad,Bantwaram,156.8
5596,2010-06-01,2010,June,Vikarabad,Bantwaram,146.8
5597,2011-06-01,2011,June,Vikarabad,Bantwaram,74.8
5598,2012-06-01,2012,June,Vikarabad,Bantwaram,209.0
5599,2013-06-01,2013,June,Vikarabad,Bantwaram,192.2
5600,2014-06-01,2014,June,Vikarabad,Bantwaram,36.8
5601,2015-06-01,2015,June,Vikarabad,Bantwaram,84.6
5602,2016-06-01,2016,June,Vikarabad,Bantwaram,360.2
5603,2004-06-01,2004,June,Vikarabad,Peddemul,35.8
5604,2005-06-01,2005,June,Vikarabad,Peddemul,85.0
5605,2006-06-01,2006,June,Vikarabad,Peddemul,110.8
5606,2007-06-01,2007,June,Vikarabad,Peddemul,138.0
5607,2008-06-01,2008,June,Vikarabad,Peddemul,148.4
5608,2009-06-01,2009,June,Vikarabad,Peddemul,50.0
5609,2010-06-01,2010,June,Vikarabad,Peddemul,111.4
5610,2011-06-01,2011,June,Vikarabad,Peddemul,90.2
5611,2012-06-01,2012,June,Vikarabad,Peddemul,236.0
5612,2013-06-01,2013,June,Vikarabad,Peddemul,97.8
5613,2014-06-01,2014,June,Vikarabad,Peddemul,88.2
5614,2015-06-01,2015,June,Vikarabad,Peddemul,45.6
5615,2016-06-01,2016,June,Vikarabad,Peddemul,292.2
5616,2004-06-01,2004,June,Vikarabad,Tandur,33.05
5617,2005-06-01,2005,June,Vikarabad,Tandur,84.0
5618,2006-06-01,2006,June,Vikarabad,Tandur,206.8
5619,2007-06-01,2007,June,Vikarabad,Tandur,141.0
5620,2008-06-01,2008,June,Vikarabad,Tandur,66.0
5621,2009-06-01,2009,June,Vikarabad,Tandur,83.0
5622,2010-06-01,2010,June,Vikarabad,Tandur,154.2
5623,2011-06-01,2011,June,Vikarabad,Tandur,70.1
5624,2012-06-01,2012,June,Vikarabad,Tandur,127.0
5625,2013-06-01,2013,June,Vikarabad,Tandur,99.8
5626,2014-06-01,2014,June,Vikarabad,Tandur,56.0
5627,2015-06-01,2015,June,Vikarabad,Tandur,56.8
5628,2016-06-01,2016,June,Vikarabad,Tandur,324.8
5629,2004-06-01,2004,June,Vikarabad,Basheerabad,47.5
5630,2005-06-01,2005,June,Vikarabad,Basheerabad,88.1
5631,2006-06-01,2006,June,Vikarabad,Basheerabad,85.7
5632,2007-06-01,2007,June,Vikarabad,Basheerabad,163.1
5633,2008-06-01,2008,June,Vikarabad,Basheerabad,106.0
5634,2009-06-01,2009,June,Vikarabad,Basheerabad,63.0
5635,2010-06-01,2010,June,Vikarabad,Basheerabad,202.0
5636,2011-06-01,2011,June,Vikarabad,Basheerabad,69.0
5637,2012-06-01,2012,June,Vikarabad,Basheerabad,99.4
5638,2013-06-01,2013,June,Vikarabad,Basheerabad,158.0
5639,2014-06-01,2014,June,Vikarabad,Basheerabad,56.2
5640,2015-06-01,2015,June,Vikarabad,Basheerabad,77.8
5641,2016-06-01,2016,June,Vikarabad,Basheerabad,337.2
5642,2004-06-01,2004,June,Vikarabad,Yelal,50.0
5643,2005-06-01,2005,June,Vikarabad,Yelal,45.0
5644,2006-06-01,2006,June,Vikarabad,Yelal,192.0
5645,2007-06-01,2007,June,Vikarabad,Yelal,140.0
5646,2008-06-01,2008,June,Vikarabad,Yelal,124.0
5647,2009-06-01,2009,June,Vikarabad,Yelal,98.2
5648,2010-06-01,2010,June,Vikarabad,Yelal,127.0
5649,2011-06-01,2011,June,Vikarabad,Yelal,50.0
5650,2012-06-01,2012,June,Vikarabad,Yelal,116.6
5651,2013-06-01,2013,June,Vikarabad,Yelal,84.0
5652,2014-06-01,2014,June,Vikarabad,Yelal,47.2
5653,2015-06-01,2015,June,Vikarabad,Yelal,72.8
5654,2016-06-01,2016,June,Vikarabad,Yelal,183.2
5655,2004-06-01,2004,June,Vikarabad,Kodangal,36.0
5656,2005-06-01,2005,June,Vikarabad,Kodangal,33.05
5657,2006-06-01,2006,June,Vikarabad,Kodangal,98.0
5658,2007-06-01,2007,June,Vikarabad,Kodangal,215.0
5659,2008-06-01,2008,June,Vikarabad,Kodangal,148.0
5660,2009-06-01,2009,June,Vikarabad,Kodangal,43.0
5661,2010-06-01,2010,June,Vikarabad,Kodangal,38.0
5662,2011-06-01,2011,June,Vikarabad,Kodangal,33.05
5663,2012-06-01,2012,June,Vikarabad,Kodangal,84.0
5664,2013-06-01,2013,June,Vikarabad,Kodangal,53.0
5665,2014-06-01,2014,June,Vikarabad,Kodangal,58.0
5666,2015-06-01,2015,June,Vikarabad,Kodangal,101.0
5667,2016-06-01,2016,June,Vikarabad,Kodangal,149.4
5668,2004-06-01,2004,June,Vikarabad,Doulatabad,33.05
5669,2005-06-01,2005,June,Vikarabad,Doulatabad,35.0
5670,2006-06-01,2006,June,Vikarabad,Doulatabad,151.0
5671,2007-06-01,2007,June,Vikarabad,Doulatabad,258.0
5672,2008-06-01,2008,June,Vikarabad,Doulatabad,60.0
5673,2009-06-01,2009,June,Vikarabad,Doulatabad,97.0
5674,2010-06-01,2010,June,Vikarabad,Doulatabad,128.0
5675,2011-06-01,2011,June,Vikarabad,Doulatabad,70.0
5676,2012-06-01,2012,June,Vikarabad,Doulatabad,72.0
5677,2013-06-01,2013,June,Vikarabad,Doulatabad,39.0
5678,2014-06-01,2014,June,Vikarabad,Doulatabad,33.05
5679,2015-06-01,2015,June,Vikarabad,Doulatabad,33.05
5680,2016-06-01,2016,June,Vikarabad,Doulatabad,78.0
5681,2004-06-01,2004,June,Mahbubnagar,Damaragidda,33.05
5682,2005-06-01,2005,June,Mahbubnagar,Damaragidda,61.0
5683,2006-06-01,2006,June,Mahbubnagar,Damaragidda,82.2
5684,2007-06-01,2007,June,Mahbubnagar,Damaragidda,115.0
5685,2008-06-01,2008,June,Mahbubnagar,Damaragidda,56.0
5686,2009-06-01,2009,June,Mahbubnagar,Damaragidda,71.4
5687,2010-06-01,2010,June,Mahbubnagar,Damaragidda,41.9
5688,2011-06-01,2011,June,Mahbubnagar,Damaragidda,33.05
5689,2012-06-01,2012,June,Mahbubnagar,Damaragidda,61.4
5690,2013-06-01,2013,June,Mahbubnagar,Damaragidda,33.05
5691,2014-06-01,2014,June,Mahbubnagar,Damaragidda,33.05
5692,2015-06-01,2015,June,Mahbubnagar,Damaragidda,41.6
5693,2016-06-01,2016,June,Mahbubnagar,Damaragidda,104.4
5694,2004-06-01,2004,June,Mahbubnagar,Narayanpet,33.05
5695,2005-06-01,2005,June,Mahbubnagar,Narayanpet,77.0
5696,2006-06-01,2006,June,Mahbubnagar,Narayanpet,84.0
5697,2007-06-01,2007,June,Mahbubnagar,Narayanpet,130.0
5698,2008-06-01,2008,June,Mahbubnagar,Narayanpet,63.0
5699,2009-06-01,2009,June,Mahbubnagar,Narayanpet,172.2
5700,2010-06-01,2010,June,Mahbubnagar,Narayanpet,70.2
5701,2011-06-01,2011,June,Mahbubnagar,Narayanpet,56.0
5702,2012-06-01,2012,June,Mahbubnagar,Narayanpet,89.0
5703,2013-06-01,2013,June,Mahbubnagar,Narayanpet,44.0
5704,2014-06-01,2014,June,Mahbubnagar,Narayanpet,33.05
5705,2015-06-01,2015,June,Mahbubnagar,Narayanpet,62.2
5706,2016-06-01,2016,June,Mahbubnagar,Narayanpet,147.2
5707,2004-06-01,2004,June,Mahbubnagar,Utkoor,33.05
5708,2005-06-01,2005,June,Mahbubnagar,Utkoor,98.4
5709,2006-06-01,2006,June,Mahbubnagar,Utkoor,56.6
5710,2007-06-01,2007,June,Mahbubnagar,Utkoor,147.0
5711,2008-06-01,2008,June,Mahbubnagar,Utkoor,45.6
5712,2009-06-01,2009,June,Mahbubnagar,Utkoor,136.2
5713,2010-06-01,2010,June,Mahbubnagar,Utkoor,92.0
5714,2011-06-01,2011,June,Mahbubnagar,Utkoor,72.0
5715,2012-06-01,2012,June,Mahbubnagar,Utkoor,57.0
5716,2013-06-01,2013,June,Mahbubnagar,Utkoor,78.0
5717,2014-06-01,2014,June,Mahbubnagar,Utkoor,33.05
5718,2015-06-01,2015,June,Mahbubnagar,Utkoor,64.0
5719,2016-06-01,2016,June,Mahbubnagar,Utkoor,181.0
5720,2004-06-01,2004,June,Mahbubnagar,Maganoor,33.05
5721,2005-06-01,2005,June,Mahbubnagar,Maganoor,41.7
5722,2006-06-01,2006,June,Mahbubnagar,Maganoor,67.0
5723,2007-06-01,2007,June,Mahbubnagar,Maganoor,183.0
5724,2008-06-01,2008,June,Mahbubnagar,Maganoor,44.0
5725,2009-06-01,2009,June,Mahbubnagar,Maganoor,121.0
5726,2010-06-01,2010,June,Mahbubnagar,Maganoor,56.0
5727,2011-06-01,2011,June,Mahbubnagar,Maganoor,80.0
5728,2012-06-01,2012,June,Mahbubnagar,Maganoor,50.0
5729,2013-06-01,2013,June,Mahbubnagar,Maganoor,37.0
5730,2014-06-01,2014,June,Mahbubnagar,Maganoor,44.0
5731,2015-06-01,2015,June,Mahbubnagar,Maganoor,94.0
5732,2016-06-01,2016,June,Mahbubnagar,Maganoor,199.0
5733,2004-06-01,2004,June,Mahbubnagar,Krishna,33.05
5734,2005-06-01,2005,June,Mahbubnagar,Krishna,41.7
5735,2006-06-01,2006,June,Mahbubnagar,Krishna,67.0
5736,2007-06-01,2007,June,Mahbubnagar,Krishna,183.0
5737,2008-06-01,2008,June,Mahbubnagar,Krishna,44.0
5738,2009-06-01,2009,June,Mahbubnagar,Krishna,121.0
5739,2010-06-01,2010,June,Mahbubnagar,Krishna,56.0
5740,2011-06-01,2011,June,Mahbubnagar,Krishna,80.0
5741,2012-06-01,2012,June,Mahbubnagar,Krishna,50.0
5742,2013-06-01,2013,June,Mahbubnagar,Krishna,37.0
5743,2014-06-01,2014,June,Mahbubnagar,Krishna,44.0
5744,2015-06-01,2015,June,Mahbubnagar,Krishna,94.0
5745,2016-06-01,2016,June,Mahbubnagar,Krishna,199.0
5746,2004-06-01,2004,June,Mahbubnagar,Makthal,33.05
5747,2005-06-01,2005,June,Mahbubnagar,Makthal,56.8
5748,2006-06-01,2006,June,Mahbubnagar,Makthal,96.0
5749,2007-06-01,2007,June,Mahbubnagar,Makthal,156.6
5750,2008-06-01,2008,June,Mahbubnagar,Makthal,60.0
5751,2009-06-01,2009,June,Mahbubnagar,Makthal,86.8
5752,2010-06-01,2010,June,Mahbubnagar,Makthal,56.0
5753,2011-06-01,2011,June,Mahbubnagar,Makthal,127.0
5754,2012-06-01,2012,June,Mahbubnagar,Makthal,65.0
5755,2013-06-01,2013,June,Mahbubnagar,Makthal,38.0
5756,2014-06-01,2014,June,Mahbubnagar,Makthal,44.0
5757,2015-06-01,2015,June,Mahbubnagar,Makthal,46.0
5758,2016-06-01,2016,June,Mahbubnagar,Makthal,157.0
5759,2004-06-01,2004,June,Mahbubnagar,Narva,33.05
5760,2005-06-01,2005,June,Mahbubnagar,Narva,33.05
5761,2006-06-01,2006,June,Mahbubnagar,Narva,169.0
5762,2007-06-01,2007,June,Mahbubnagar,Narva,152.6
5763,2008-06-01,2008,June,Mahbubnagar,Narva,54.8
5764,2009-06-01,2009,June,Mahbubnagar,Narva,45.8
5765,2010-06-01,2010,June,Mahbubnagar,Narva,37.2
5766,2011-06-01,2011,June,Mahbubnagar,Narva,54.2
5767,2012-06-01,2012,June,Mahbubnagar,Narva,74.0
5768,2013-06-01,2013,June,Mahbubnagar,Narva,58.8
5769,2014-06-01,2014,June,Mahbubnagar,Narva,33.05
5770,2015-06-01,2015,June,Mahbubnagar,Narva,114.4
5771,2016-06-01,2016,June,Mahbubnagar,Narva,152.8
